,Description,Score,sentiment
288,"Kazuya Kujou is a foreign student at Saint Marguerite Academy; a luxurious boarding school in the Southern European country of Sauville. Originally from Japan; his jet-black hair and dark brown eyes cause his peers to shun him and give him the nickname ""Black Reaper;"" based on a popular urban legend about the traveler who brings death in the spring.

On a day like any other; Kujou visits the school's extravagant library in search of ghost stories. However; his focus soon changes as he becomes curious about a golden strand of hair on the stairs. The steps lead him to a large garden and a beautiful doll-like girl known as Victorique de Blois; whose complex and imaginative foresight allows her to predict their futures; now intertwined.

With more mysteries quickly developing—including the appearance of a ghost ship and an alchemist with the power of transmutation—Victorique and Kujou; bound by fate and their unique skills; have no choice but to rely on each other.

 ",8.2,1.0
287,"With a stray pitch that completely missed the batter; Eijun Sawamura loses his final middle school baseball game. Frustrated by this defeat; Eijun and his teammates vow to reach the national tournament once they are in high school. But everything changes when a scout unexpectedly invites him to Tokyo's prestigious Seidou High School after seeing the potential in his unusual pitching style. Encouraged by his teammates; Eijun accepts the offer; ready to improve his skills and play at a much more competitive level of baseball.

However; now surrounded by a large number of skilled players; Eijun struggles to find his place on the team. He declares that he will one day become the team's ace; but that's only if fellow first year Satoru Furuya doesn't take the title first; with his breakneck fastballs that earn him a coveted spot on the starting roster. With the addition of these talented new players to an already powerful lineup; the Seidou baseball team aims to become the best in Japan; facing off against a number of formidable foes that stand in their way.

 ",8.2,1.0
289,A special episode included in the DVDs. It tells how Takamura started boxing.,8.2,1.0
293,"Hades is planning to take over the world; to achieve that goal; he sends out deceased Gold Saints to take Athena's head. Seiya and the other Bronze Saints come to help but their help isn't appreciated by the remaining Gold Saints that are still alive. 

 ",8.2,1.0
291,"Before the Great Kanto Earthquake of 1923; before the great war that tore Japan asunder; Jirou Horikoshi lived in a world of dreams - dreams of flight; and dreams of making the world a better place.

Kaze Tachinu is the story of the man who created the Mitsubishi A6M Zero fighter; the most famous airplane in Japanese history. From his childhood in Fujioka; Jirou dreamed of designing flying machines like his hero; Italian aviation pioneer Giovanni Battista Caproni. Through disaster; romance; war and loss; Jirou continues to chase that dream - learning along the way that once released into the world; dreams can take on a very different shape.",8.2,1.0
294,Bundled with 5bp's Yahari Game Demo Ore no Seishun Love Comedy wa Machigatteiru. Zoku game for the PlayStation Vita. It adapts a story focusing on Iroha Isshiki from volume 10.5 of the original light novel. ,8.2,1.0
290,"Nanami Momozono; current land god of Mikage Shrine; and her fox familiar Tomoe have faced many obstacles during their time together; but none so challenging as the one posed by the wealth god Ookununishi—if Tomoe’s wish to be human is granted; he must learn to live as one; and Nanami will have to return to being a human.

As the couple look to the future and reflect on their former adventures; Nanami tries to figure out their new living situation as her high school graduation approaches. But no matter the path they choose to walk; Tomoe and Nanami’s love will endure.

 ",8.2,1.0
292,"China’s Warring States period; a raging dragon that would raze the land for 500 years; saw many kingdoms rise and fall; making way for the next generation of kings and generals to fight for supremacy. Eventually; seven powerful states emerged from the endless cycle of warfare.

In the kingdom of Qin; Xin Li; a war-orphaned slave; trains vigorously with fellow slave and best friend; Piao; who shares his proud dream of one day becoming a Great General of the Heavens. However; the two are suddenly forced to part ways when Piao is recruited to work in the royal palace by a retainer of the King.

After a fierce coup d'état unfolds; Piao returns to Xin; half dead; with a mission that will lead him to a meeting with China's young King; Zheng Ying; who bears a striking resemblance to Piao. Kingdom follows Xin as he takes his first steps into the great blood-soaked pages of China's history. He must carve his own path to glory on his long quest to become a Great General of the historic Seven Warring States.

 ",8.2,1.0
286,"Painted in red; the word ""VON"" is all that is left behind after a terrorist attack on a nuclear facility in Japan. The government is shattered by their inability to act; and the police are left frantically searching for ways to crack down the perpetrators. The public are clueless—until; six months later; a strange video makes its way onto the internet. In it; two teenage boys who identify themselves only as ""Sphinx"" directly challenge the police; threatening to cause destruction and mayhem across Tokyo. Unable to stop the mass panic quickly spreading through the city and desperate for any leads in their investigation; the police struggle to act effectively against these terrorists; with Detective Kenjirou Shibazaki caught in the middle of it all.

Zankyou no Terror tells the story of Nine and Twelve; the two boys behind the masked figures of Sphinx. They should not exist; yet they stand strong in a world of deception and secrets while they make the city fall around them; all in the hopes of burying their own tragic truth.

 ",8.21,1.0
273,"Sakura Kinomoto is your garden-variety ten-year-old fourth grader; until one day; she stumbles upon a mysterious book containing a set of cards. Unfortunately; she has little time to divine what the cards mean because she accidentally stirs up a magical gust of wind and unintentionally scatters the cards all over the world. Suddenly awakened from the book; the Beast of the Seal; Keroberos (nicknamed Kero-chan); tells Sakura that she has released the mystical Clow Cards created by the sorcerer Clow Reed. The Cards are no ordinary playthings. Each of them possesses incredible powers; and because they like acting independently; Clow sealed all the Cards within a book. Now that the Cards are set free; they pose a grave danger upon the world; and it is up to Sakura to prevent the Cards from causing a catastrophe!

Appointing Sakura the title of ""the Cardcaptor"" and granting her the Sealed Key; Keroberos tasks her with finding and recapturing all the Cards. Alongside her best friend Tomoyo Daidouji; and with Kero-chan's guidance; Sakura must learn to balance her new secret duty with the everyday troubles of a young girl involving love; family; and school; all while she takes flight on her magical adventures as Sakura the Cardcaptor.

  ",8.21,1.0
274,"It has been 10 years since Heaven's Gate appeared in South America and Hell's Gate appeared in Japan; veiling the once familiar night sky with an oppressive skyscape. Their purposes unknown; these Gates are spaces in which the very laws of physics are ignored. With the appearance of the Gates emerged Contractors; who; in exchange for their humanity; are granted supernatural abilities.

In the Japanese city surrounding Hell’s Gate; Section 4 Chief Misaki Kirihara finds herself at odds with an infamous Contractor codenamed Hei. Called ""Black Reaper"" in the underground world; Hei; like his associates; undertakes missions for the mysterious and ruthless Syndicate while slowly peeling back the dark layers covering a nefarious plot that threatens the very existence of Contractors.

From the mind of Tensai Okamura comes a sci-fi thriller taking the form of a subtle exposé on a war in which political positions and justice have no sway—a war waged exclusively in the shadows.

 ",8.21,1.0
275,"Once again; Kaitou Kid crosses swords with Conan Edogawa in this annual installment of the Detective Conan movie franchise. After receiving a letter from the thief; famous actress Juri Maki seeks the help of private detective Kogorou Mouri to protect the Star Sapphire—the ""Jewel of Destiny;"" said to represent faith; fate; and hope. Thinking he has deciphered Kid's riddle; Kogorou personally shows up to the newly constructed space theater where Juri is acting in the play ""Josephine"" in order to catch Kid in the act.

The next day; Conan and the gang are invited by Juri to her holiday home; to celebrate the thwarting of Kid's plan and the success of the play. However; their triumph crumbles when a murder occurs during the flight there. Although unintentional; this sets off a series of events that escalate to catastrophic results. Conan and Kid; unlikely allies that they are; must work together to save both their friends and every other passenger aboard the plane.

 ",8.21,1.0
276,"Kogoro and Conan came to Yokohama according to a request from a mysterious man. But that was a trap of this man. Ran and the Detective Boys will be taken as hostages. If they don't solve the request of the man within 12 hours; the bombs attached to the hostages will explode. Furthermore; the man know that Conan's true identity is Kudo Shinichi. Also Hattori Heiji; the High School Detective of the West; and Kaito Kid enter the stage. Will they be able to solve the mystery within the time limit and save Ran and the others? And who in the world is the client?

 ",8.21,1.0
277,"A vicious sniper has appeared in Tokyo; rendering the people too scared to go outside; once again it's up to Conan to figure out the meaning behind the killings and capture the mysterious sniper before more lives are lost.

 ",8.21,1.0
278,"Being the first female student council president isn't easy; especially when your school just transitioned from an all boys high school to a co-ed one. Aptly nicknamed ""Demon President"" by the boys for her strict disciplinary style; Misaki Ayuzawa is not afraid to use her mastery of Aikido techniques to cast judgment onto the hordes of misbehaving boys and defend the girls at Seika High School.

Yet even the perfect Ayuzawa has an embarrassing secret—she works part-time as a maid at a maid café to help her struggling family pay the bills. She has managed to keep her job hidden from her fellow students and maintained her flawless image as a stellar student until one day; Takumi Usui; the most popular boy in school; walks into the maid café. He could destroy her reputation with her secret... or he could twist the student council president around his little finger and use her secret as an opportunity to get closer to her.

 ",8.21,1.0
280,"Dispersed around the world; there are several bizarre labyrinths hiding incredible treasures within them. These mysterious places; known as ""Dungeons;"" are said to be the work of Magi; a class of rare magicians; who also help people build their empires by guiding them to a dungeon. Djinns; supernatural beings that rule over the labyrinths; grant successful conquerors access to their immense power and choose them as potential king candidates to rule the world.

Having spent life in isolation; Aladdin; a kind and young magician; is eager to explore the world upon finally leaving his home behind. He begins his journey only accompanied by his mentor Ugo—a djinn that Aladdin can summon with his flute. However; Aladdin soon becomes friends with the courageous Alibaba Saluja after causing the destruction of a local merchant's supply cart. In order to pay for the damages; Alibaba suggests that they attempt to conquer the nearest dungeon; taking the first step in an epic adventure that will decide the fate of the world itself.

 ",8.21,1.0
281,"In the distant future; mankind's dependence on fossil fuels will lead to their complete depletion; an energy crisis unlike anything the world witnessed. Out of retaliation and fear; humanity began focusing at an alternative source of energy: solar power. Different nations have united together to form three major factions—the Union of Solar Energy and Free Nations; the Advanced European Union; and the Human Reform League. Each of these sectors has access to a solar power generator; which gives them limitless energy.

As a result; countries that were once dependent on the sale of fossil fuels are now plunged in poverty; leading to years of warfare and internal strife over the control of solar energy. Amid this chaos; an unknown paramilitary organization appeared identifying themselves as ""Celestial Being;"" aspire to end all warfare through armed intervention by using mysterious and technologically advanced Mobile Suits known as Gundams.

Mobile Suit Gundam 00 follows the story of Celestial Being's Gundam Meisters Setsuna F. Seiei; Lockon Stratos; Allelujah Haptism; and Tieria Erde. These four dive into the devastating battle between the three superpowers to accomplish their goal of changing the world.

 ",8.21,1.0
282,"In a fairy tale come to life; the clumsy; sweet; and gentle Ahiru (Japanese for ""duck"") seems like an unlikely protagonist. In reality; Ahiru is just as magical as the talking cats and crocodiles that inhabit her town—for Ahiru really is a duck! Transformed by the mysterious Drosselmeyer into a human girl; Ahiru soon learns the reason for her existence. Using her magical egg-shaped pendant; Ahiru can transform into Princess Tutu—a beautiful and talented ballet dancer whose dances relieve people of the turmoil in their hearts. With her newfound ability; Ahiru accepts the challenge of collecting the lost shards of her prince's heart; for long ago he had shattered it in order to seal an evil raven away for all eternity.

Princess Tutu is a tale of heroes and their struggle against fate. Their beliefs; their feelings; and ultimately their actions will determine whether this fairy tale can reach its ""happily ever after.""

 ",8.21,1.0
283,"On the precipice of a cataclysmic drought; the Star Readers of the Shin Yogo Empire must devise a plan to avoid widespread famine. It is written in ancient myths that the first emperor; along with eight warriors; slew a water demon to avoid a great drought and save the land that was to become Shin Yogo. If a water demon was to appear once more; its death could bring salvation. However; the water demon manifests itself within the body of the emperor's son; Prince Chagum—by the emperor's order; Chagum is to be sacrificed to save the empire.

Meanwhile; a mysterious spear-wielding mercenary named Balsa arrives in Shin Yogo on business. After saving Chagum from a thinly veiled assassination attempt; she is tasked by Chagum's mother to protect him from the emperor and his hunters. Bound by a sacred vow she once made; Balsa accepts.

Seirei no Moribito follows Balsa as she embarks on her journey to protect Chagum; exploring the beauty of life; nature; family; and the bonds that form between strangers.

 ",8.21,1.0
284,"After meeting a traveling prince who consoled her after the deaths of her parents; Utena Tenjou vowed to become a prince herself. The prince left Utena only with a ring bearing a strange rose crest and a promise that she would meet him again some day.

A few years later; Utena attends Ootori Academy; where she is drawn into a dangerous game. Duelists with rings matching Utena's own compete for a unique prize: the Rose Bride; Anthy Himemiya; and her mysterious powers. When Utena wins Anthy in a duel; she realizes that if she is to free Anthy and discover the secrets behind Ootori Academy; she has only one option: to revolutionize the world.

Shoujo Kakumei Utena blends surrealist imagery and ideas with complex allegories and metaphors to create a unique coming-of-age story with themes including idealism; illusions; adulthood; and identity. 

 ",8.21,1.0
285,"Tsubasa/xxxHOLiC Project

A 4 part OVA released with the limited editions of the Tsubasa and xxxHOLiC volumes.
There are two OVAs for each series; with plots linked together.

They cover the Nihon Country Arc and scarcely some of the Celes Country Arc.

(Source: Official Project Website)",8.21,1.0
279,"Ever since her late mother took her to an aquarium when she was young; Tsukimi Kurashita has been obsessed with jellyfish; comparing their flowing tentacles to a princess's white dress. Now living with five other unemployed otaku women; 19-year-old Tsukimi spends her days as a social outcast dreaming of becoming an illustrator.

However; her life changes forever when one day; a beautiful woman unexpectedly helps her save a jellyfish in a local pet store. From then on; the stranger—confident; fashionable; and the complete opposite of Tsukimi and her roommates—begins to regularly visit the girls' building. This trendy hipster; though appearing shallow at first; harbors some secrets of her own; starting with the fact that ""she"" isn't really a girl at all; but a wealthy male college student named Kuranosuke Koibuchi!

 ",8.21,1.0
267,"Dominating the world of indie music; Detroit Metal City (DMC) is a popular death metal band known for its captivatingly dark and crude style. Its extravagant lead singer; Johannes Krauser II; is especially infamous as a demonic being who has risen from the fiery pits of hell itself in order to bring the world to its knees and lord over all mortals—or at least that's what he's publicized to be. 

Unbeknownst to his many worshippers; Krauser II is just the alter ego of an average college graduate named Souichi Negishi. Although he is soft-spoken; peace-loving; and would rather listen to Swedish pop all day; he must participate in DMC's garish concerts in order to make ends meet. Detroit Metal City chronicles Negishi's hilarious misadventures as he attempts to juggle his hectic band life; a seemingly budding romance; and dealing with his incredibly obsessive and dedicated fans.

 ",8.22,1.0
268,"Gankutsuou is an anime loosely based on the novel The Count of Monte Cristo by Alexandre Dumas. It tells the story of Albert Morcerf; a young aristocrat who happens to befriend a wealthy nobleman; The Count of Monte Cristo; through a series of bizarre events. Fascinated by the Count's charm; Albert invites him to meet his friends and family; all of whom happen to be part of the upper class society of Paris; France. Unfortunately; little does Albert realize that the Count has ulterior motives in mind.

 ",8.22,1.0
265,"When a mysterious creature chops the moon down to a permanent crescent; the students of class 3-E of Kunugigaoka Middle School find themselves confronted with an enormous task: assassinate the creature responsible for the disaster before Earth suffers a similar fate. However; the monster; dubbed Koro-sensei (the indestructible teacher); is able to fly at speeds of up to Mach 20; which he demonstrates freely; leaving any attempt to subdue him in his extraterrestrial dust. Furthermore; the misfits of 3-E soon find that the strange; tentacled beast is more than just indomitable—he is the best teacher they have ever had!

Adapted from the humorous hit manga by Yuusei Matsui; Ansatsu Kyoushitsu tells the story of these junior high pupils as they polish their assassination skills and grow in order to stand strong against the oppressive school system; their own life problems; and one day; Koro-sensei.

 ",8.22,1.0
270,"""Weak Legs"" Kenichi Shirahama would rather spend his time reading self improvement books than fighting. However; when he finally works up the courage to become strong and join his school's karate club; he is coerced into fighting a bullying upperclassman who is intent on getting him kicked out of the club. He is about to give it all up until he falls for his mysterious new classmate; Miu Furinji. In order to face this challenge; he undergoes rigorous training at the dojo she lives at; Ryouzanpaku. Some initial training by the masters there allow him to defeat his upperclassman; however his fighting prowess brings him to the attention of the powerful gang of delinquents; Ragnarok. Wishing to protect the things he loves and determined to have the strength to face the increasing adversity; he must learn various martial arts from the dojo's resident masters; taking Karate; Muay Thai; Ju Jitsu and Chinese Martial Arts and combining them to create his own fighting style!",8.22,1.0
269,"Having freed a myriad of women from the runaway spirits possessing their hearts; the ""God of Conquest"" Keima Katsuragi is confronted with a new task: find the Jupiter Sisters; the goddesses that sealed Old Hell in the past. Diana; the goddess that resides inside his childhood friend Tenri Ayukawa; explains that they have taken shelter in the hearts of the girls he had assisted previously. Moreover; once Diana and her sisters are reunited; their power can seal the runaway spirits away for good and relieve Keima of his exorcising duties. Though he is initially reluctant to get involved in yet another chore; everything changes when tragedy befalls one of the hosts.

Discovering that the goddesses are being targeted by a mysterious organization known as Vintage; Keima is caught in a race against time to reunite the sisters and rescue the girl who has already fallen prey. With deeper resolve than ever before; Keima works together with demons Elsie and Haqua to recapture the hearts of the girls he had charmed in the past. However; the road ahead is a difficult one; as he is soon met with the consequences of his previous conquests.

 ",8.22,1.0
272,Second season of Uchouten Kazoku.,8.22,1.0
266,"Tomoya Okazaki is a delinquent who finds life dull and believes he'll never amount to anything. Along with his friend Youhei Sunohara; he skips school and plans to waste his high school days away.

One day while walking to school; Tomoya passes a young girl muttering quietly to herself. Without warning she exclaims ""Anpan!"" (a popular Japanese food) which catches Tomoya's attention. He soon discovers the girl's name is Nagisa Furukawa and that she exclaims things she likes in order to motivate herself. Nagisa claims they are now friends; but Tomoya walks away passing the encounter off as nothing.

However; Tomoya finds he is noticing Nagisa more and more around school. Eventually he concedes and befriends her. Tomoya learns Nagisa has been held back a year due to a severe illness and that her dream is to revive the school's drama club. Claiming he has nothing better to do; he decides to help her achieve this goal along with the help of four other girls.

As Tomoya spends more time with the girls; he learns more about them and their problems. As he attempts to help each girl overcome her respective obstacle; he begins to realize life isn't as dull as he once thought.

 ",8.22,1.0
271,Animation studio Gainax presented a website for the release of a movie adaptation of the Tengen Toppa Gurren Lagann TV series in the fall of 2008. Both the original director and series script editor will return to work on the new project. Gainax will also be hosting four events to celebrate this occasion at this year's Tokyo International Anime Fair; featuring voice actors from the anime.,8.22,1.0
264,"OZ; a virtual world connected to the internet; has become extremely popular worldwide as a spot for people to engage in a large variety of activities; such as playing sports or shopping; through avatars created and customized by the user. OZ also possesses a near impenetrable security due to its strong encryption; ensuring that any personal data transmitted through the networks will be kept safe in order to protect those who use it. Because of its convenient applications; the majority of society has become highly dependent on the simulated reality; even going as far as entrusting the system with bringing back the unmanned asteroid explorer; Arawashi.

Kenji Koiso is a 17-year-old math genius and part-time OZ moderator who is invited by his crush Natsuki Shinohara on a summer trip. But unbeknownst to him; this adventure requires him to act as her fiancé. Shortly after arriving at Natsuki's family's estate; which is preparing for her great-grandmother's 90th birthday; he receives a strange; coded message on his cell phone from an unknown sender who challenges him to solve it. Kenji is able to crack the code; but little does he know that his math expertise has just put Earth in great danger.

 ",8.23,1.0
263,A retelling of the Arlong Park arc; with new animation.,8.23,1.0
262,"Far from the hustle and bustle of urban life; and with only a single candy store and bus route to its name; the rural Asahigaoka is certainly not a place for everyone. Nevertheless; the village's children still manage to cheerfully spend their days exploring and having fun in the wilderness around them. One such child; Renge Miyauchi; the youngest of the group; looks forward to the entrance ceremony of the upcoming school year; signalling her entry into first grade and the beginning of her elementary school life. Attending the only school in town; Renge and her friends; seventh grader Natsumi Koshigaya and her eighth grade sister Komari; make the most out of their rural lifestyle; playing and studying everyday.

Meanwhile; fifth grader Hotaru Ichijou has just moved to Asahigaoka from Tokyo; unaware of the numerous adventures and memories that await her. 

 ",8.23,1.0
261,-,8.23,1.0
260,"Fuyuki City—a city surrounded by the ocean and the mountains becomes the setting for an age-old ritual. To realize the mythical Holy Grail; which is said to grant any wish from its possessor; seven masters are given seven heroic spirits chosen by the Grail. These heroic spirits or servants are: Saber; Lancer; Archer; Rider; Caster; Assassin; Berserker.

Each master will enter into a contract with their assigned servants and battle the other masters and servants to the death until only one pair remains...

This is the ""Holy Grail War.""

This story focuses primarily on the heroine Rin Toosaka. After her father's death; Rin enters the Holy Grail War as the sole heir to the prestigious Toosaka Household; with her servant Archer. But; she soon finds out that Shirou Emiya; a boy from her high school has gotten himself involved in the battles and unexpectedly saves him when he is fatally injured.

 ",8.23,1.0
250,Three DVD-only episodes made from the light novels; which flesh out characters and plot events from the original series and establish closure to the story as Carol and the Vice President return to New York.,8.24,1.0
251,"Fourteen-year-old Sakura starts junior high school along her friends; including Syaoran; who had just returned to Tomoeda. After having a dream with a mysterious cloaked figure; all of Sakura's cards turn blank and are rendered powerless; thus she starts her quest to find out what is wrong. In doing so; Sakura and her allies discover and capture new transparent cards using a new key.

(Source: Cardcaptor Sakura Wikia)",8.24,1.0
252,"Conan Edogawa; the Detective Boys; and Professor Hiroshi Agasa decide to visit the Nishitamashi Twin Towers. There they run into Ran Mouri; her closest friend; Sonoko Suzuki; and Ran's father; the famous Kogorou Mouri. Learning the trio are attending the towers' grand opening; Conan and company tag along for a private tour of its floors.

However; as preparations are finalized for the opening ceremony; their visit takes an unexpected turn—three brutal murders occur; seemingly linked to a mysterious Porsche 356A. Soon after; as Conan and the detectives dive deeper into the case; the towers are rocked by an explosion. With fire rapidly spreading and lives in danger; police desperately seek to evacuate everyone. But when the elevator; their only means to escape goes down; Conan and company are left behind. With help on its way; they frantically try to keep everyone safe; but time is running out if they want to bring the perpetrators to justice.

 ",8.24,1.0
253,"Takumi Fujiwara and brothers Keisuke and Ryousuke Takahashi have formed ""Project D;"" a racing team aimed at bringing their driving skills to their full potential outside their prefecture. Using the internet; Project D issues challenges to other racing teams and posts results of their races. Managed by Ryousuke; the team has Takumi engaging in downhill battles with his AE86; while Keisuke challenges opponents uphill. Among their rivals are the Seven-Star Leaf (SSR) and Todo-juku.",8.24,1.0
254,"Years after an ancient evil was salvaged from the depths of the sea; Joutarou Kuujou sits peacefully within a Japanese jail cell. He's committed no crime yet demands he not be released; believing he's been possessed by an evil spirit capable of harming those around him. Concerned for her son; Holly Kuujou asks her father; Joseph Joestar; to convince Joutarou to leave the prison. Joseph informs his grandson that the ""evil spirit"" is in fact something called a ""Stand;"" the physical manifestation of one's fighting spirit which can adopt a variety of deadly forms. After a fiery brawl with Joseph's friend Mohammed Avdol; Joutarou is forced out of his cell and begins learning how to control the power of his Stand.

However; when a Stand awakens within Holly and threatens to consume her in 50 days; Joutarou; his grandfather; and their allies must seek out and destroy the immortal vampire responsible for her condition. They must travel halfway across the world to Cairo; Egypt and along the way; do battle with ferocious Stand users set on thwarting them. If Joutarou and his allies fail in their mission; humanity is destined for a grim fate.

 ",8.24,1.0
255,"Long ago; all humans lived beneath the sea. However; some people preferred the surface and abandoned living underwater permanently. As a consequence; they were stripped of their god-given protection called ""Ena"" which allowed them to breathe underwater. Over time; the rift between the denizens of the sea and of the surface widened; although contact between the two peoples still existed.

Nagi no Asukara follows the story of Hikari Sakishima and Manaka Mukaido; along with their childhood friends Chisaki Hiradaira and Kaname Isaki; who are forced to leave the sea and attend a school on the surface. There; the group also meets Tsumugu Kihara; a fellow student and fisherman who loves the sea.

Hikari and his friends' lives are bound to change as they have to deal with the deep-seated hatred and discrimination between the people of sea and of the surface; the storms in their personal lives; as well as an impending tempest which may spell doom for all who dwell on the surface.

 ",8.24,1.0
257,Second season of Sekaiichi Hatsukoi.,8.24,1.0
258,"Bright; diligent; and yet naïve 16-year-old Kyouko Mogami works hard to support the career and dreams of her childhood friend; crush; and rising pop icon; Shoutarou Fuwa. Toiling endlessly at burger joints and tea ceremonies; the innocent Kyouko remains unaware that day in day out; all her tireless efforts have been taken for granted; until; one day; she finds out that her beloved Shou sees her as nothing but a free servant. Shocked; heartbroken and enraged; she vows to take revenge on the rookie star by entering the ruthless world of entertainment herself. As she steps into this new life; Kyouko will face new challenges as well as people who will push her out of her comfort zone.

Based on the best-selling shoujo manga by Yoshiki Nakamura; Skip Beat showcases the growth of a young woman who slowly unlearns how to work herself to the bone for the satisfaction of others and takes her future into her own hands instead.

 ",8.24,1.0
259,Second season of the Yowamushi Pedal series.,8.24,1.0
256,"Having been given the opportunity to study in Paris; Noda accompanies Chiaki to Europe as he strives to become the accomplished conductor he always dreamt to be.

 ",8.24,1.0
249,Second season of Mobile Suit Gundam: Iron-Blooded Orphans.,8.26,1.0
248,"Shinichi Kudou; a great mystery expert at only seventeen; is already well known for having solved several challenging cases. One day; when Shinichi sees two suspicious men and decides to follow them; he inadvertently becomes witness to a disturbing illegal activity. When the men catch Shinichi; they dose him with an experimental drug formulated by their criminal organization and abandon him to die. However; to his own astonishment; Shinichi is still alive and soon wakes up; but now; he has the body of a seven-year-old; perfectly preserving his original intelligence. He hides his real identity from everyone; including his childhood friend Ran Mouri and her father; private detective Kogorou Mouri; and takes on the alias of Conan Edogawa (inspired by the mystery writers Arthur Conan Doyle and Ranpo Edogawa).

Animated by TMS and adapted from the manga by Gosho Aoyama; Detective Conan follows Shinichi who; as Conan; starts secretly solving the senior Mouri's cases from behind the scenes with his still exceptional sleuthing skills; while covertly investigating the organization responsible for his current state; hoping to reverse the drug's effects someday.

 ",8.26,1.0
247,"Akari Mizunashi continues her training to become a Prima Undine (a professional tour guide gondolier) along with her friends Aika and Alice in the peaceful city of Neo Venezia. Despite the fact that these three girls are from competing companies; they are constantly together; learning more about how to become better tour guides and more about the mysteries of Neo Venezia.

As the group continues to meet interesting and unforgettable people through their daily routines; they will also come closer to the secrets that make the enigmatic and ever beautiful city of Neo Venezia so warm and alive.

Welcome back to Neo Venezia: the city where miracles can be created by hand.

 ",8.26,1.0
239,"Rokurou ""Rock"" Okajima has joined the Lagoon Company; a pirate mercenary group which operates out of Roanapur; Thailand. Despite his initial protests; this filthy slum of depraved souls and merciless criminals now serves as the former salaryman's home. Stranded; with nothing left of his past life but the clothes on his back and his inner morality; Rock is forced to perform jobs alongside the other members of the Lagoon crew. Berated for his lack of spine as he wades through the underbelly of society; he must decide whether to continue on amidst the gunfire and ruthlessness or risk everything he has in an attempt to be free. Whether he chooses the comfort of a familiar land or the freedom of being an outlaw; his decision will have lasting consequences on the crew who gave him a home.

 ",8.27,1.0
240,"After death; there is no heaven or hell; only a bar that stands between reincarnation and oblivion. There the attendant will; one after another; challenge pairs of the recently deceased to a random game in which their fate of either ascending into reincarnation or falling into the void will be wagered. Whether it's bowling; darts; air hockey; or anything in between; each person's true nature will be revealed in a ghastly parade of death and memories; dancing to the whims of the bar's master. Welcome to Quindecim; where Decim; arbiter of the afterlife; awaits!

Death Parade expands upon the original one-shot intended to train young animators. It follows yet more people receiving judgment—until a strange; black-haired guest causes Decim to begin questioning his own rulings.

 ",8.27,1.0
241,"Kid has his eyes set on the ""Lady of the Sky"" jewel aboard Bell 3; the largest airship in the world. However; a mysterious terrorist group called Red Shamu-neko (Red Siamese Cat) has hijacked the airship itself; along with Conan and his allies Kogoro and Ran.

 ",8.27,1.0
242,"Kimura finally has his championship match. It takes place at the annual champion carnival. But now he must face the intense champion; Mashiba for the Junior Lightweight championship. 

 ",8.27,1.0
244,"On a rainy morning in Tokyo; Takao Akizuki; an aspiring shoemaker; decides to skip class to sketch designs in a beautiful garden. This is where he meets Yukari Yukino; a beautiful yet mysterious woman; for the very first time. Offering to make her new shoes; Takao continues to meet with Yukari throughout the rainy season; and without even realizing it; the two are able to alleviate the worries hidden in their hearts just by being with each other. However; their personal struggles have not disappeared completely; and as the end of the rainy season approaches; their relationship will be put to the test.

 ",8.27,1.0
245,"A few weeks after the Winter Cup; the five players of the Generation of Miracles as well as Kuroko have settled back into everyday life. But an invitation from Momoi arrives; proposing that the former Teikou Junior High players gather once again and play a game. Kuroko happily accepts the unexpected invitation. But Kagami is bothered when he learns about the game; because on that day; the Seirin High team was planning a birthday party for Kuroko! However; Kagami tells Kuroko that the birthday party won't be until the evening; which makes him glad. So on January 31st; Kuroko's best day begins!

  ",8.27,1.0
246,"After many hardships in her life; Chise Hatori ended up at an auction; where she was purchased and then freed by the renowned Thorn Sorcerer; Elias Ainsworth; only to stay and become his apprentice. Though her life is wonderful now; the arrival of a picture book; ""The Lonely Little Star;"" brings back memories of those trying times and the loneliness she endured.

As a child; Chise experienced a great tragedy: her mother's death. Shunned and unwanted by peers and relatives alike; she has lived a detached and pitiful life. However; the unexpected discovery of a mysterious library in the forest provides her with a temporary place of solace. Through reading countless books and spending time with the kindhearted librarian; Chise slowly begins to feel less alone in the world. But could this peculiar library have a darker side?

 ",8.27,1.0
243,"Nanami Momozono and her familiars Tomoe and Mizuki have survived quite a few challenges since Nanami took up the mantle of Mikage Shrine's patron god. Naturally; the wind god Otohiko comes to invite Nanami to the Divine Assembly in Izumo; the home of the gods; and Nanami chooses to take Mizuki with her; leaving Tomoe to pose as her at school. However; she has an ulterior motive for attending the Divine Assembly: to discover the whereabouts of the missing Lord Mikage; the former god of the shrine. 

After her adventures in Izumo; Nanami meets Botanmaru; a tengu child looking for someone she knows all too well—tengu turned goth idol Shinjirou Kurama. Botanmaru needs Shinjirou; their prince; to return home to Mount Kurama and stop the tyranny of Jirou; who has taken over the rule of their hometown. However; Nanami soon discovers a force much darker than Jirou is at work on the mountain.

As a fledgling god becoming more accustomed to divinity; Nanami finds herself dealing with a tengu rebellion; her blooming feelings for Tomoe; and a strange man with ties to both Tomoe's past and Nanami's future.

 ",8.27,1.0
